StartTime_[LST],EndTime_[LST],ethane_[ppbV],ethane_Flags,ethylene_[ppbV],ethylene_Flags,propane_[ppbV],propane_Flags,propylene_[ppbV],propylene_Flags,isobutane_[ppbV],isobutane_Flags,n-butane_[ppbV],n-butane_Flags,trans-2-butene_[ppbV],trans-2-butene_Flags,1-butene_[ppbV],1-butene_Flags,cis-2-butene_[ppbV],cis-2-butene_Flags,cyclopentane_[ppbV],cyclopentane_Flags,isopentane_[ppbV],isopentane_Flags,n-pentane_[ppbV],n-pentane_Flags,"1,3-butadiene_[ppbV]","1,3-butadiene_Flags",trans-2-pentene_[ppbV],trans-2-pentene_Flags,1-pentene_[ppbV],1-pentene_Flags,cis-2-pentene_[ppbV],cis-2-pentene_Flags,"2,2-dimethyl-butane_[ppbV]","2,2-dimethyl-butane_Flags","2,3-dimethyl-butane_[ppbV]","2,3-dimethyl-butane_Flags",2-methyl-pentane_[ppbV],2-methyl-pentane_Flags,3-methyl-pentane_[ppbV],3-methyl-pentane_Flags,isoprene_[ppbV],isoprene_Flags,n-hexane_[ppbV],n-hexane_Flags,methyl-cyclopentane_[ppbV],methyl-cyclopentane_Flags,"2,4-dimethyl-pentane_[ppbV]","2,4-dimethyl-pentane_Flags",benzene_[ppbV],benzene_Flags,cyclohexane_[ppbV],cyclohexane_Flags,2-methyl-hexane_[ppbV],2-methyl-hexane_Flags,"2,3-dimethyl-pentane_[ppbV]","2,3-dimethyl-pentane_Flags",3-methyl-hexane_[ppbV],3-methyl-hexane_Flags,"2,2,4-trimethyl-pentane_[ppbV]","2,2,4-trimethyl-pentane_Flags",n-heptane_[ppbV],n-heptane_Flags,methyl-cyclohexane_[ppbV],methyl-cyclohexane_Flags,"2,3,4-trimethyl-pentane_[ppbV]","2,3,4-trimethyl-pentane_Flags",toluene_[ppbV],toluene_Flags,2-methyl-heptane_[ppbV],2-methyl-heptane_Flags,3-methyl-heptane_[ppbV],3-methyl-heptane_Flags,n-octane_[ppbV],n-octane_Flags,ethyl-benzene_[ppbV],ethyl-benzene_Flags,"m,p-xylene_[ppbV]","m,p-xylene_Flags",styrene_[ppbV],styrene_Flags,o-xylene_[ppbV],o-xylene_Flags,n-nonane_[ppbV],n-nonane_Flags,isopropyl-benzene_[ppbV],isopropyl-benzene_Flags,a-pinene_[ppbV],a-pinene_Flags,n-propyl-benzene_[ppbV],n-propyl-benzene_Flags,m-ethyl-toluene_[ppbV],m-ethyl-toluene_Flags,p-ethyl-toluene_[ppbV],p-ethyl-toluene_Flags,"1,3,5-trimethyl-benzene_[ppbV]","1,3,5-trimethyl-benzene_Flags",o-ethyl-toluene_[ppbV],o-ethyl-toluene_Flags,"1,2,4-trimethyl-benzene_[ppbV]","1,2,4-trimethyl-benzene_Flags",n-decane_[ppbV],n-decane_Flags,"1,2,3-trimethyl-benzene_[ppbV]","1,2,3-trimethyl-benzene_Flags",m-diethyl-benzene_[ppbV],m-diethyl-benzene_Flags,p-diethyl-benzene_[ppbV],p-diethyl-benzene_Flags,n-undecane_[ppbV],n-undecane_Flags,n-dodecane_[ppbV],n-dodecane_Flags
05/15/2021 10:18:58,05/15/2021 11:03:25,8.62699,,0.34448,,4.88055,,0.0578494,,0.710021,,1.95338,,0.0165938,,0.0257396,,0.0280319,,0.0320032,,0.88343,,0.653631,,0.0225706,,0.0032816,4,-0.00538886,4,-0.0244425,4,0.0292088,,-0.150365,4,0.0993084,,0.311378,,-0.0438986,4,0.235117,,0.0954298,,,1,0.0949934,,0.0559749,,0.055315,,0.00827715,,0.113648,,0.0286685,,0.067455,,0.0458429,,0.000262316,4,0.229431,,-0.00735726,4,0.00600657,,0.0138419,,0.040563,,0.0969061,,0.0622221,,0.0451815,,0.00564671,,-0.0131738,4,0.000826401,,0.00746587,,0.0376785,,0.0116659,,0.00629025,,-0.00260459,4,0.0183082,,0.0132526,,0.00817244,,0.0430757,,0.0135034,,0.0543568,,0.146807,
05/15/2021 11:20:53,05/15/2021 12:05:20,9.63693,,0.298817,,5.3503,,0.0619086,,0.673839,,1.88845,,0.0213715,,0.0279958,,0.0294889,,0.0214276,,0.791864,,0.591423,,0.0225591,,0.000844089,4,-0.00862459,4,-0.0216792,4,0.0350303,,-0.157851,4,0.0792414,,0.255208,,-0.0511245,4,0.199688,,0.0729734,,-0.00469418,4,0.0922899,,0.0464695,,0.0508837,,-0.00178969,4,-0.0100419,4,0.0307166,,0.0499403,,0.0318942,,-0.000410553,4,0.197529,,0.00974856,,0.00669864,,0.0142734,,0.0354817,,0.0795858,,0.0638175,,0.035825,,0.000689162,4,-0.0142839,4,0.00101934,,0.015856,,0.0242068,,0.00956963,,0.00703578,,-0.00440943,4,0.0103883,,0.010236,,0.00614726,,0.0385547,,0.00315112,,0.0527569,,0.144475,
05/15/2021 12:22:43,05/15/2021 13:07:12,7.89165,,0.305623,,4.56915,,0.052132,,0.592554,,1.67372,,0.019059,,0.0234042,,0.0335952,,0.0196189,,0.71067,,0.514407,,0.0201126,,0.00183697,4,-0.00786223,4,-0.0244844,4,0.0366723,,-0.165175,4,0.0787914,,0.256098,,-0.0399107,4,0.198525,,0.0782874,,-0.0032511,4,0.0882621,,0.0336464,,0.0478913,,0.000138784,4,0.0932766,,0.02553,,0.0396611,,0.0207132,,-0.00198593,4,0.232086,,0.00545303,,0.00586241,,0.0119223,,0.0256896,,0.0603015,,0.0633952,,0.0374887,,0.000247356,4,-0.013967,4,0.000359818,4,0.0113463,,0.0229688,,0.00924896,,0.0060448,,-0.00504962,4,0.0105257,,0.00923293,,0.00517981,,0.0434996,,-0.0031646,4,0.0520536,,0.144226,
05/15/2021 13:24:42,05/15/2021 14:09:09,8.20215,,0.377961,,4.82521,,0.0799665,,0.6545,,1.78075,,0.0180192,,0.0247842,,0.0340815,,0.0251756,,0.750453,,0.59997,,0.0259628,,0.00434593,,-0.00606591,4,-0.0231299,4,0.0437059,,-0.158063,4,0.0977752,,0.320132,,-0.0483224,4,0.241277,,0.0944315,,-0.00156084,4,0.098983,,0.057036,,0.0638486,,0.00959752,,0.129352,,0.0378613,,0.0660983,,0.037272,,0.000900648,,0.268178,,0.00605368,,0.00917136,,0.0183586,,0.0404626,,0.0757034,,0.0633685,,0.0421721,,0.00259672,,-0.0129694,4,0.000533166,4,0.00504116,,0.037768,,0.0111224,,0.00980664,,-0.00264833,4,0.0162691,,0.0117519,,0.00651111,,0.0486394,,0.0150915,,0.0517416,,0.145091,
05/15/2021 14:26:35,05/15/2021 15:11:03,7.60302,,0.21472,,4.66524,,0.0441773,,0.722696,,1.8249,,0.0152491,,0.0231032,,0.0269422,,0.0164225,,0.73373,,0.611929,,0.0191159,,0.001325,4,-0.00825098,4,-0.0231998,4,0.0153799,,-0.168682,4,0.0759851,,0.224715,,,1,0.195918,,0.0522081,,-0.00612181,4,0.101758,,0.0493743,,0.0460039,,0.00234678,,0.116066,,0.0282267,,0.053263,,0.0256941,,-0.000777877,4,0.188241,,0.00543406,,0.00640938,,0.0148885,,0.0356386,,0.0790097,,0.0638207,,0.0393672,,-0.000141871,4,-0.0120046,4,,1,0.00313542,,0.0279961,,0.00942166,,0.00661281,,-0.00376817,4,0.0120594,,0.00915315,,0.00742776,,0.0445664,,,1,0.0517445,,0.144137,
05/15/2021 15:28:28,05/15/2021 16:12:52,6.98819,,0.355065,,4.30027,,0.0618838,,0.619965,,1.61671,,0.0201484,,0.0294088,,0.0275551,,0.0163651,,0.66852,,0.594959,,0.0230401,,0.00261448,4,-0.0106702,4,-0.0210335,4,0.00912956,,-0.161628,4,0.0654432,,0.217344,,-0.0440135,4,0.202975,,0.0692083,,-0.00751403,4,0.0877814,,0.0378537,,0.0501692,,0.00574477,,0.104501,,0.0361401,,0.0461621,,0.0215332,,0.00271472,,0.202443,,0.00140032,,0.00633616,,0.0133342,,0.0366223,,0.0647197,,0.0640818,,0.0385058,,-0.000495278,4,-0.0137068,4,0.000524861,4,0.0105079,,0.0259093,,0.00986641,,0.00672579,,-0.0012944,4,0.0115854,,0.007908,,0.00896945,,0.0386084,,0.00417773,,0.0514997,,0.143409,
05/15/2021 16:30:10,05/15/2021 17:14:41,6.47462,,0.469498,,3.87171,,0.0798674,,0.536975,,1.46876,,0.0199227,,0.0253995,,0.0295937,,0.0141405,,0.628956,,0.480855,,0.0263483,,0.00449551,,-0.0234643,4,-0.0203956,4,0.00654052,4,-0.171067,4,0.0610757,,0.207596,,-0.057261,4,0.161857,,0.0669167,,-0.0045675,4,0.095894,,0.0241627,,0.0483561,,0.00499883,,0.104337,,0.0316221,,0.0453247,,0.0247435,,5.18E-05,4,0.19993,,0.00721785,,0.0109185,,0.013529,,0.0382367,,0.0931747,,0.0655278,,0.0407504,,0.000582449,4,-0.0141946,4,,1,0.0068782,,0.0270709,,0.01009,,0.00760722,,-0.0044828,4,0.0147477,,0.00868018,,0.00548183,,0.0455639,,,1,0.0510802,,0.143131,
05/15/2021 17:32:03,05/15/2021 18:16:31,9.86769,,0.684311,,4.43766,,0.172493,,0.667447,,1.77563,,0.0344144,,0.044632,,0.0460945,,0.0441067,,0.880983,,0.64693,,0.0336564,,0.0161659,,-0.000879748,4,-0.0132013,4,0.0612131,,-0.143463,4,0.116969,,0.309213,,-0.0481992,4,0.240614,,0.105651,,0.00103834,4,0.129956,,0.061143,,0.0741195,,0.0160385,,0.134037,,0.0609568,,0.0778172,,0.0426188,,0.00525334,,0.28069,,0.0159739,,0.0170975,,0.0242091,,0.053309,,0.100416,,0.0704596,,0.0617174,,0.00870292,,-0.0121611,4,,1,0.0102195,,0.0505895,,0.0143396,,0.0182958,,-0.000532223,4,0.0242461,,0.015706,,0.00969411,,0.0379148,,0.00929131,,0.0535593,,0.145795,
05/15/2021 18:33:52,05/15/2021 19:18:21,10.6042,,0.526409,,3.80459,,0.12156,,0.613799,,1.46567,,0.0223996,,0.0331817,,0.0328533,,0.0195228,,0.720824,,0.499124,,0.0311075,,0.00989241,,-0.00220898,4,-0.0191331,4,0.0172231,,-0.154262,4,0.0826419,,0.182209,,-0.0305306,4,0.183035,,0.0713573,,-0.0017309,4,0.125869,,0.0433293,,0.0573398,,0.0105837,,0.118911,,0.0502485,,0.060964,,0.0344444,,0.00304323,,0.249497,,0.00550275,,0.00845308,,0.0261583,,0.0471109,,0.123692,,0.0715384,,0.0502734,,0.00541244,,-0.0127671,4,,1,0.0129447,,0.0403603,,0.0123226,,0.011368,,-0.00973826,4,0.0197732,,0.0133676,,0.00758761,,0.0431477,,0.0146296,,0.0529189,,0.144879,
05/15/2021 19:35:47,05/15/2021 20:20:13,12.0068,,0.861737,,5.29346,,0.224893,,0.810169,,2.06523,,0.0519296,,0.0547715,,0.0638599,,0.0583458,,1.20751,,0.848054,,0.0428788,,0.0357906,,0.00971154,,-0.00695219,4,0.0581037,,-0.119215,4,0.143735,,0.344005,,-0.0361637,4,0.284878,,0.125843,,0.0132077,,0.155288,,0.0708583,,0.0841246,,0.031076,,0.14717,,0.111875,,0.0933625,,0.0613006,,0.0168101,,0.380883,,0.0147281,,0.0178458,,0.0337306,,0.0660964,,0.172544,,0.07905,,0.0765091,,0.0155539,,-0.0104624,4,,1,0.0149384,,0.0648154,,0.0179706,,0.0180956,,0.00147031,4,0.0365975,,0.0199932,,0.0131375,,0.0443618,,0.0156461,,0.0562366,,0.148169,
05/15/2021 20:37:44,05/15/2021 21:22:11,7.89531,,1.16368,,4.92877,,0.413085,,0.576999,,1.69893,,0.0410246,,0.0688721,,0.0483085,,0.0380529,,0.873954,,0.733316,,0.0621531,,0.0252572,,0.0123708,,-0.00803176,4,0.0795532,,-0.131288,4,0.139901,,0.526192,,-0.0271784,4,0.406135,,0.157669,,0.00828842,,0.200093,,0.0686555,,0.104443,,0.0223711,,0.169745,,0.0641273,,0.164621,,0.0495072,,0.00685132,,0.377733,,0.0209925,,0.0194736,,0.0321272,,0.0735446,,0.152707,,0.124233,,0.0747141,,0.0122544,,-0.01081,4,-0.000761602,4,0.0118,,0.067645,,0.0169277,,0.019827,,0.00617837,,0.0329301,,0.0165355,,0.0115891,,0.0368983,,0.00530897,,0.0554485,,0.148802,
05/15/2021 21:39:36,05/15/2021 22:24:05,9.78792,,1.09785,,5.42576,,0.42813,,0.820058,,2.09964,,0.0358611,,0.0720368,,0.0473175,,0.046178,,0.953808,,0.744715,,0.0546725,,0.0235174,,0.00673421,,-0.00892685,4,0.0753189,,-0.122123,4,0.171518,,0.418175,,-0.0500136,4,0.311249,,0.147244,,0.00823944,,0.19949,,0.0825231,,0.0851277,,0.0217861,,0.149576,,0.0721159,,0.100967,,0.0736346,,0.00923907,,0.431244,,0.0221472,,0.0198983,,0.0412237,,0.0885185,,0.152663,,0.19917,,0.0764406,,0.0155325,,-0.0107882,4,,1,0.0167009,,0.0801318,,0.0173308,,0.0237347,,0.00277299,4,0.0489447,,0.0194327,,0.015198,,0.0371473,,0.0162893,,0.0553229,,0.148421,
05/15/2021 22:41:35,05/15/2021 23:26:01,18.5706,,1.26765,,9.44894,,0.305248,,1.33037,,3.47783,,0.0832036,,0.0767092,,0.0956927,,0.106476,,1.94817,,1.45294,,0.0570617,,0.0656117,,0.0283749,,0.0121493,,0.170655,,-0.0519029,4,0.286277,,0.621768,,-0.029592,4,0.486468,,0.259964,,0.0366686,,0.229686,,0.151546,,0.154526,,0.0686744,,0.219522,,0.178766,,0.179287,,0.127123,,0.0214561,,0.608236,,0.0450352,,0.0430413,,0.062861,,0.0959608,,0.20038,,0.0994596,,0.10809,,0.0362317,,-0.00576908,4,,1,0.0210968,,0.104013,,0.0229608,,0.0287335,,0.0057526,,0.0604424,,0.0378844,,0.0356604,,0.0432055,,0.0131051,,0.0637669,,0.152113,
05/16/2021 0:45:22,05/16/2021 1:29:50,13.986,,1.33116,,6.08718,,0.287969,,0.838195,,2.81741,,0.0323878,,0.0653991,,0.0494749,,0.0910965,,1.13168,,0.869348,,0.0595839,,0.0387123,,0.0201555,,0.0117181,,0.129792,,0.0669316,,0.190877,,0.327046,,0.0185166,,0.375863,,0.152889,,0.022,,0.20603,,0.0864002,,0.117037,,0.044449,,0.176963,,0.149,,0.121983,,0.0826109,,0.024688,,0.679988,,0.0289455,,0.0315987,,0.0448698,,0.0990261,,0.302781,,0.0854691,,0.112311,,0.0324292,,-0.00239134,4,0.00237014,,0.0262394,,0.121018,,0.0321522,,0.0369879,,0.011765,,0.0746151,,0.043917,,0.019184,,0.0467099,,0.0150343,,0.0750771,,0.179699,
05/16/2021 1:47:16,05/16/2021 2:31:44,17.8876,,1.28619,,6.6016,,0.513447,,1.24203,,3.30283,,0.086732,,0.0817588,,0.102171,,0.138298,,1.8577,,1.28863,,0.0534036,,0.0669467,,0.0319848,,0.0139614,,0.186736,,0.0489982,,0.284867,,0.504231,,0.0923062,,0.461684,,0.219834,,0.0407313,,0.248039,,0.127569,,0.137303,,0.0651977,,0.199097,,0.221345,,0.14263,,0.090886,,0.0271455,,0.686131,,0.0361379,,0.0375023,,0.0542682,,0.111545,,0.233433,,0.096545,,0.118407,,0.033962,,-0.00508573,4,0.00349994,,0.0276895,,0.12234,,0.0312645,,0.0383382,,0.0100855,,0.068119,,0.038283,,0.0258669,,0.0390518,,0.0140205,,0.067213,,0.161444,
05/16/2021 2:49:13,05/16/2021 3:33:42,22.9002,,1.75373,,12.2506,,0.603993,,3.40266,,7.563,,0.297266,,0.179891,,0.286219,,0.396562,,4.91472,,4.10074,,0.0704596,,0.327474,,0.137618,,0.15378,,0.337441,,0.22327,,0.786189,,1.44876,,0.090467,,1.15728,,0.530749,,0.0947504,,0.400436,,0.292598,,0.272007,,0.13116,,0.330188,,0.617477,,0.314738,,0.205181,,0.044014,,1.03224,,0.0862037,,0.0795006,,0.10503,,0.143116,,0.261019,,0.0845818,,0.19909,,0.061763,,0.000652211,4,0.00366438,,0.0337781,,0.175826,,0.0473352,,0.0516008,,0.017261,,0.103421,,0.0603499,,0.0547588,,0.0513462,,0.0204404,,0.0781885,,0.168545,
